Gene id	MeanTPM (G45A-OE)	MeanTPM (CON)	log2FoldChange	pValue	qValue	result
LOC100518380	0.0001	0.0001	0	1	1	-
LOC100518416	0.0001	0.0001	0	1	1	-
LOC100518417	0.022711667	0.003924	2.533036634	0.247418491	0.3733638	-
LOC100518426	0.010407333	0.0001	6.701456645	0.622721965	1	-
LOC100518434	0.0001	0.0001	0	1	1	-
LOC100518436	0.011422	0.0001	6.835671479	0.790861922	1	-
LOC100518442	0.0001	0.0001	0	1	1	-
LOC100518456	0.0001	0.0001	0	1	1	-
LOC100518479	0.0001	0.0001	0	1	1	-
LOC100518491	0.020224	0.013954	0.53538963	0.87326143	1	-
LOC100518500	0.0001	0.0001	0	1	1	-
LOC100518505	0.0001	0.0001	0	1	1	-
LOC100518532	0.0001	0.0001	0	1	1	-
LOC100518535	0.0001	0.0001	0	1	1	-
LOC100518538	0.050686333	0.007155	2.824573131	0.184390108	0.295816747	-
LOC100518543	0.0001	0.0001	0	1	1	-
LOC100518575	195.1947783	230.07458	-0.237187135	6.68E-05	0.000253801	-
LOC100518576	0.0001	0.006952333	-6.119425349	0.836624538	1	-
LOC100518591	0.0001	0.005856	-5.871843649	0.836624538	1	-
LOC100518599	0.0001	0.0001	0	1	1	-
LOC100518600	0.0001	0.0001	0	1	1	-
LOC100518616	0.0001	0.0001	0	1	1	-
LOC100518620	6.515325333	4.545395333	0.519431442	0.000193872	0.000678499	-
LOC100518622	0.0001	0.0001	0	1	1	-
LOC100518623	0.0001	0.0001	0	1	1	-
LOC100518644	0.411310333	0.095995667	2.099186129	0.025551413	0.055962622	-
LOC100518653	0.0001	0.0001	0	1	1	-
LOC100518655	0.0001	0.0001	0	1	1	-
LOC100518676	0.031114667	0.027271667	0.19019192	0.946693021	0.969406728	-
LOC100518695	0.0001	0.0001	0	1	1	-
LOC100518705	0.0001	0.0001	0	1	1	-
LOC100518722	0.0001	0.0001	0	1	1	-
LOC100518726	0.0001	0.0001	0	1	1	-
LOC100518738	0.141691333	0.225330333	-0.669290021	0.198341067	0.31359932	-
LOC100518770	0.0001	0.0001	0	1	1	-
LOC100518771	0.0001	0.0001	0	1	1	-
LOC100518773	0.0001	0.0001	0	1	1	-
LOC100518790	0.0001	0.0001	0	1	1	-
LOC100518791	0.0001	0.0001	0	1	1	-
LOC100518792	0.0001	0.0001	0	1	1	-
LOC100518794	0.0001	0.0001	0	1	1	-
LOC100518798	0.007302	0.0001	6.190219764	0.471550132	1	-
LOC100518799	0.0001	0.0001	0	1	1	-
LOC100518800	0.0001	0.0001	0	1	1	-
LOC100518801	0.0001	0.0001	0	1	1	-
LOC100518805	0.004733	0.035345667	-2.900706526	0.840042413	1	-
LOC100518807	0.079338	0.048658333	0.705325124	0.798773489	0.874383424	-
LOC100518808	0.0001	0.0001	0	1	1	-
LOC100518827	59.859043	18.39371167	1.702356583	1.75E-36	1.23E-34	up
LOC100518829	0.0001	0.0001	0	1	1	-
LOC100518843	0.154577333	0.0001	10.59411307	0.305560295	1	-
LOC100518848	86.91043867	97.973567	-0.172863099	0.047708183	0.095854471	-
LOC100518850	0.0001	0.0001	0	1	1	-
LOC100518860	0.0001	0.0001	0	1	1	-
LOC100518865	0.0001	0.0001	0	1	1	-
LOC100518919	0.0001	0.0001	0	1	1	-
LOC100518930	1.284597667	0.126537667	3.343677778	0.005197779	0.013585022	-
LOC100518945	0.0001	0.0001	0	1	1	-
LOC100518949	0.0001	0.0001	0	1	1	-
LOC100518957	0.0001	0.0001	0	1	1	-
LOC100518976	0.0001	0.019275333	-7.590611999	0.604367485	1	-
LOC100518981	0.0001	0.0001	0	1	1	-
LOC100518982	0.0001	0.0001	0	1	1	-
LOC100519009	0.0001	0.0001	0	1	1	-
LOC100519014	0.0001	0.0001	0	1	1	-
LOC100519016	0.0001	0.0001	0	1	1	-
LOC100519022	0.246922333	0.100308333	1.299615864	0.003269166	0.008930622	-
LOC100519023	0.040684	0.045133667	-0.149742458	0.961363334	1	-
LOC100519039	0.0001	0.0001	0	1	1	-
LOC100519046	0.025186	0.0001	7.976478204	0.454918601	1	-
LOC100519064	0.021791333	0.020981333	0.05464811	0.671365465	0.780328609	-
LOC100519070	0.0001	0.0001	0	1	1	-
LOC100519072	0.0001	0.0001	0	1	1	-
LOC100519082	39.91506567	28.831358	0.469294593	0.000780951	0.00243137	-
LOC100519084	0.0001	0.0001	0	1	1	-
LOC100519092	0.0001	0.0001	0	1	1	-
LOC100519095	0.0001	0.0001	0	1	1	-
LOC100519098	7.565796	12.70824	-0.748200459	0.277170461	0.407754828	-
LOC100519118	0.0001	0.0001	0	1	1	-
LOC100519130	0.007920667	0.0001	6.307549959	0.625741597	1	-
LOC100519140	0.0001	0.018138	-7.502871575	0.532625648	1	-
LOC100519165	0.0001	0.0001	0	1	1	-
LOC100519166	34.52309933	31.84730367	0.116390756	0.875135581	0.92534226	-
LOC100519177	0.176385333	1.309395667	-2.892098601	9.38E-06	4.06E-05	-
LOC100519181	0.0001	0.0001	0	1	1	-
LOC100519183	0.0001	0.0001	0	1	1	-
LOC100519205	0.0001	0.0001	0	1	1	-
LOC100519216	0.00156	0.0001	3.963474124	0.790861922	1	-
LOC100519221	0.005877	0.0001	5.877007993	0.471550132	1	-
LOC100519244	0.0001	0.0001	0	1	1	-
LOC100519261	0.0001	0.0001	0	1	1	-
LOC100519264	1.023728333	0.313784667	1.705986158	3.75E-05	0.000149071	-
LOC100519283	53.33566767	67.07882567	-0.330756789	5.93E-05	0.000227377	-
LOC100519295	0.0001	0.0001	0	1	1	-
LOC100519297	0.0001	0.0001	0	1	1	-
LOC100519299	0.0001	0.0001	0	1	1	-
LOC100519305	0.0001	0.0001	0	1	1	-
LOC100519311	0.833886333	0.281301333	1.567734353	0.050766539	0.101219343	-
LOC100519314	0.0001	0.004442333	-5.473245745	0.709036939	1	-
LOC100519326	0.0001	0.0001	0	1	1	-
LOC100519348	0.005597	0.007553	-0.432396039	0.96195154	1	-
LOC100519351	0.0001	0.0001	0	1	1	-
LOC100519366	2.128457	1.905376	0.159732222	0.929441632	0.959119672	-
LOC100519373	0.0001	0.0001	0	1	1	-
LOC100519378	0.0001	0.0001	0	1	1	-
LOC100519409	0.0001	0.0001	0	1	1	-
LOC100519414	0.0001	0.0001	0	1	1	-
LOC100519420	0.0001	0.0001	0	1	1	-
LOC100519422	0.0001	0.0001	0	1	1	-
LOC100519429	0.059989667	0.019765333	1.601741729	0.512094747	0.643924132	-
LOC100519460	0.0001	0.0001	0	1	1	-
LOC100519461	0.0001	0.0001	0	1	1	-
LOC100519465	0.021997333	0.0001	7.781184831	0.603105337	1	-
LOC100519471	0.0001	0.0001	0	1	1	-
LOC100519473	0.652084	0.442371	0.55980101	0.318485486	0.454110204	-
LOC100519480	0.349557	0.100434333	1.799275189	0.136687085	0.233223258	-
LOC100519484	0.0001	0.0001	0	1	1	-
LOC100519492	0.0001	0.0001	0	1	1	-
LOC100519495	0.0001	0.0001	0	1	1	-
LOC100519499	0.0001	0.0001	0	1	1	-
LOC100519506	0.0001	0.0001	0	1	1	-
LOC100519509	0.260176667	0.183743333	0.501799677	0.601243988	0.720833868	-
LOC100519511	0.020069333	0.004288667	2.226391601	0.455803773	0.59393742	-
LOC100519521	0.0001	0.0001	0	1	1	-
LOC100519541	0.0001	0.0001	0	1	1	-
LOC100519554	0.0001	0.0001	0	1	1	-
LOC100519571	0.0001	0.0001	0	1	1	-
LOC100519587	0.0001	0.0001	0	1	1	-
LOC100519591	0.0001	0.0001	0	1	1	-
LOC100519593	0.0001	0.0001	0	1	1	-
LOC100519606	0.0001	0.0001	0	1	1	-
LOC100519609	0.0001	0.0001	0	1	1	-
LOC100519611	0.168534	0.036863	2.192794279	0.200860488	0.316662199	-
LOC100519628	0.0001	0.0001	0	1	1	-
LOC100519633	0.140923667	0.0001	10.4606982	0.024410501	0.053723424	-
LOC100519643	16.24852167	13.71090033	0.244985154	0.055551148	0.109463366	-
LOC100519645	0.0001	0.0001	0	1	1	-
LOC100519646	0.0001	0.0001	0	1	1	-
LOC100519659	0.0001	0.0001	0	1	1	-
LOC100519667	0.047941	0.0001	8.905116192	0.413217384	1	-
LOC100519670	0.0001	0.0001	0	1	1	-
LOC100519674	0.0001	0.0001	0	1	1	-
LOC100519675	8.46774	10.540341	-0.315872664	0.120212768	0.209796464	-
LOC100519677	0.0001	0.0001	0	1	1	-
LOC100519697	0.0001	0.0001	0	1	1	-
LOC100519707	0.0001	0.0001	0	1	1	-
LOC100519710	0.0001	0.0001	0	1	1	-
LOC100519723	0.0001	0.0001	0	1	1	-
LOC100519736	0.030146333	0.001035333	4.863815305	0.778583168	1	-
LOC100519745	0.0001	0.0001	0	1	1	-
LOC100519753	0.0001	0.0001	0	1	1	-
LOC100519758	0.0001	0.0001	0	1	1	-
LOC100519759	0.0001	0.0001	0	1	1	-
LOC100519783	0.0001	0.0001	0	1	1	-
LOC100519797	0.133033	0.0001	10.37756845	0.040149889	0.082702427	-
LOC100519808	17.56836833	13.960824	0.331596112	0.00245719	0.006886427	-
LOC100519824	0.0001	0.0001	0	1	1	-
LOC100519839	0.0001	0.0001	0	1	1	-
LOC100519848	0.0001	0.0001	0	1	1	-
LOC100519850	0.0001	0.0001	0	1	1	-
LOC100519852	0.0001	0.0001	0	1	1	-
LOC100519853	6.826518667	8.008030667	-0.230297467	0.03291572	0.069701939	-
LOC100519856	0.0001	0.0001	0	1	1	-
LOC100519859	0.0001	0.01167	-6.866660751	0.604367485	1	-
LOC100519871	0.002630333	0.040839	-3.956629996	0.534490285	1	-
LOC100519881	0.0001	0.010460333	-6.708785016	0.836624538	1	-
LOC100519891	0.222049333	0.033090333	2.74639851	0.065539267	0.126192589	-
LOC100519893	0.0001	0.0001	0	1	1	-
LOC100519896	0.0001	0.0001	0	1	1	-
LOC100519910	0.0001	0.0001	0	1	1	-
LOC100519918	0.0001	0.0001	0	1	1	-
LOC100519930	0.138125333	0.015375	3.167319631	0.163228398	0.26921866	-
LOC100519934	3936.540446	2399.533854	0.714174134	1.01E-15	1.33E-14	-
LOC100519939	1.774017	3.215863	-0.858186112	0.001360159	0.004029042	-
LOC100519942	0.0001	0.0001	0	1	1	-
LOC100519997	0.018793667	0.005744	1.710118911	0.270624519	0.40030767	-
LOC100520009	0.0001	0.0001	0	1	1	-
LOC100520015	0.006972667	0.0001	6.123638609	0.622721965	1	-
LOC100520018	0.0001	0.000298	-1.575312331	0.836624538	1	-
LOC100520032	0.0001	0.0001	0	1	1	-
LOC100520039	0.0001	0.0001	0	1	1	-
LOC100520042	0.020402	0.0001	7.672566776	0.643745421	1	-
LOC100520069	0.003225667	0.0001	5.011525456	0.790861922	1	-
LOC100520074	0.0001	0.0001	0	1	1	-
LOC100520088	0.0001	0.0001	0	1	1	-
LOC100520091	0.044873	0.010133	2.146786274	0.097685896	0.176659772	-
LOC100520093	0.020251667	0.017105333	0.243594425	0.976578722	1	-
LOC100520122	0.0001	0.0001	0	1	1	-
LOC100520124	0.0001	0.0001	0	1	1	-
LOC100520140	0.0001	0.0001	0	1	1	-
LOC100520157	0.007898667	0.000503	3.972978835	0.615943957	1	-
LOC100520168	0.0001	0.0001	0	1	1	-
LOC100520180	0.0001	0.0001	0	1	1	-
LOC100520183	0.090368	0.027595333	1.711387681	0.598336626	0.718388904	-
LOC100520207	0.0001	0.0001	0	1	1	-
LOC100520211	0.0001	0.0001	0	1	1	-
LOC100520216	0.0001	0.0001	0	1	1	-
LOC100520228	0.122902	0.121071	0.021655054	0.932148056	0.960818663	-
LOC100520237	0.0001	0.0001	0	1	1	-
LOC100520241	0.000136	0.0001	0.443606651	0.790861922	1	-
LOC100520248	10.95275867	9.659026	0.181344664	0.515689135	0.647332016	-
LOC100520254	0.0001	0.0001	0	1	1	-
LOC100520259	0.02321	0.0001	7.858602712	0.643745421	1	-
LOC100520273	0.062029	0.011648667	2.412778037	0.033987714	0.071629333	-
LOC100520275	0.809988667	0.090724333	3.158340266	0.002416351	0.006780958	-
LOC100520293	0.0001	0.0001	0	1	1	-
LOC100520295	0.0001	0.0001	0	1	1	-
LOC100520300	0.0001	0.0001	0	1	1	-
LOC100520308	0.0001	0.0001	0	1	1	-
LOC100520313	0.0001	0.0001	0	1	1	-
LOC100520315	0.0001	0.0001	0	1	1	-
LOC100520317	16.82466333	15.577843	0.111082153	0.209471891	0.327053237	-
LOC100520329	1.179531333	0.500309	1.237322433	0.000503183	0.00162313	-
LOC100520338	0.668325667	0.460028	0.538829606	0.564254791	0.689225879	-
LOC100520342	0.0001	0.0001	0	1	1	-
LOC100520363	0.0001	0.0001	0	1	1	-
LOC100520389	1.530332667	0.760108667	1.009567714	0.010832381	0.026266798	-
LOC100520396	0.0001	0.0001	0	1	1	-
LOC100520398	0.0001	0.0001	0	1	1	-
LOC100520401	0.0001	0.007691333	-6.265161814	0.644393406	1	-
LOC100520415	0.004565667	0.007318	-0.680623882	0.976475162	1	-
LOC100520424	0.0001	0.0001	0	1	1	-
LOC100520426	0.0001	0.069383333	-9.438445342	0.14860959	0.249627916	-
LOC100520442	0.0001	0.0001	0	1	1	-
LOC100520452	1.610559	2.350153333	-0.545193375	1.74E-06	8.32E-06	-
LOC100520458	0.0001	0.0001	0	1	1	-
LOC100520476	0.0001	0.0001	0	1	1	-
LOC100520478	0.0001	0.0001	0	1	1	-
LOC100520481	0.0001	0.0001	0	1	1	-
LOC100520482	0.0001	0.0001	0	1	1	-
LOC100520491	0.0001	0.0001	0	1	1	-
LOC100520502	0.011587333	0.0001	6.856404778	0.52828496	1	-
LOC100520512	0.0001	0.0001	0	1	1	-
LOC100520516	0.000714333	0.000526667	0.439707292	0.976475162	1	-
LOC100520518	0.972934333	0.598205	0.701702467	0.155922894	0.259598731	-
LOC100520543	0.0001	0.0001	0	1	1	-
LOC100520547	0.0001	0.0001	0	1	1	-
LOC100520555	0.0001	0.0001	0	1	1	-
LOC100520556	0.012598	0.0001	6.977050906	0.643745421	1	-
LOC100520572	0.207010667	0.0001	11.01548939	0.005763949	0.014890984	-
LOC100520577	0.0001	0.0001	0	1	1	-
LOC100520579	0.0001	0.0001	0	1	1	-
LOC100520581	0.0001	0.0001	0	1	1	-
LOC100520582	0.0001	0.0001	0	1	1	-
LOC100520597	0.0001	0.0001	0	1	1	-
LOC100520607	0.0001	0.0001	0	1	1	-
LOC100520618	14.945713	2.531236667	2.561817415	9.23E-57	1.77E-54	up
LOC100520626	0.0001	0.0001	0	1	1	-
LOC100520629	0.018588333	0.173253333	-3.220413783	1.06E-05	4.56E-05	-
LOC100520638	0.0001	0.0001	0	1	1	-
LOC100520660	0.0001	0.0001	0	1	1	-
LOC100520664	0.0001	0.0001	0	1	1	-
LOC100520678	0.0001	0.0001	0	1	1	-
LOC100520680	0.0001	0.026486	-8.04908617	0.48420624	1	-
LOC100520689	0.050357333	0.0001	8.976058077	0.375688397	1	-
LOC100520701	0.0001	0.005276	-5.721372659	0.836624538	1	-
LOC100520705	0.093892667	0.065608333	0.517133411	0.689407863	0.793882558	-
LOC100520719	0.0001	0.0001	0	1	1	-
LOC100520720	0.0001	0.0001	0	1	1	-
LOC100520723	0.0001	0.0001	0	1	1	-
LOC100520753	1.022834333	0.266991667	1.937705875	0.000746294	0.002333012	-
LOC100520757	0.0001	0.0001	0	1	1	-
LOC100520762	0.0001	0.0001	0	1	1	-
LOC100520778	0.0001	0.0001	0	1	1	-
LOC100520780	0.0001	0.0001	0	1	1	-
LOC100520807	0.0001	0.0001	0	1	1	-
LOC100520817	1.966360333	2.171282667	-0.143019836	0.628195201	0.743465921	-
LOC100520818	0.024381333	0.034221667	-0.489133	0.808779717	0.881282381	-
LOC100520823	0.0001	0.0001	0	1	1	-
LOC100520830	0.0001	0.0001	0	1	1	-
LOC100520832	0.0001	0.0001	0	1	1	-
LOC100520879	0.0001	0.0001	0	1	1	-
LOC100520881	0.0001	0.0001	0	1	1	-
LOC100520888	0.0001	0.0001	0	1	1	-
LOC100520892	0.0001	0.0001	0	1	1	-
LOC100520902	0.0001	0.0001	0	1	1	-
LOC100520903	0.526013667	0.096281667	2.449767263	1.08E-07	6.06E-07	-
LOC100520923	8.147389667	5.954887333	0.452263697	0.013495607	0.031876024	-
LOC100520924	0.0001	0.0001	0	1	1	-
LOC100520926	0.0001	0.0001	0	1	1	-
LOC100520937	0.0001	0.0001	0	1	1	-
LOC100520951	0.0001	0.0001	0	1	1	-
LOC100520982	0.0001	0.0001	0	1	1	-
LOC100520991	0.0001	0.0001	0	1	1	-
LOC100520992	0.0001	0.0115	-6.845490051	0.659806125	1	-
LOC100521001	0.0001	0.0001	0	1	1	-
LOC100521006	0.001864667	0.000616	1.597915497	0.976475162	1	-
LOC100521027	0.0001	0.0001	0	1	1	-
LOC100521034	0.000601667	0.024293667	-5.335472012	0.324058106	0.460057133	-
LOC100521054	0.0001	0.0001	0	1	1	-
LOC100521056	0.0001	0.0001	0	1	1	-
LOC100521066	0.186681333	0.016341	3.514009498	0.097193504	0.175862961	-
LOC100521068	0.0001	0.0001	0	1	1	-
LOC100521069	0.008995667	0.032010333	-1.831235592	0.227982056	0.350138645	-
LOC100521082	49.602047	46.90277633	0.080726336	0.862829825	0.91718131	-
LOC100521084	0.003965333	0.0001	5.309370242	0.622721965	1	-
LOC100521089	0.0001	0.0001	0	1	1	-
LOC100521107	0.0001	0.0001	0	1	1	-
LOC100521109	0.0001	0.0001	0	1	1	-
LOC100521121	0.0001	0.0001	0	1	1	-
LOC100521126	0.0001	0.0001	0	1	1	-
LOC100521140	0.0001	0.0001	0	1	1	-
LOC100521145	0.198815333	0.042989	2.209389571	0.165480113	0.272060283	-
LOC100521150	0.0001	0.0001	0	1	1	-
LOC100521170	1.369279333	1.976452667	-0.529496618	0.078454164	0.1470581	-
LOC100521182	0.0001	0.0001	0	1	1	-
LOC100521188	0.323526667	0.039681667	3.027340105	0.000684787	0.002156671	-
LOC100521191	0.0001	0.0001	0	1	1	-
LOC100521203	0.037719	0.0001	8.559147618	0.52261084	1	-
LOC100521207	0.0001	0.0001	0	1	1	-
LOC100521210	0.0001	0.0001	0	1	1	-
LOC100521220	0.0001	0.0001	0	1	1	-
LOC100521229	0.101321	0.020302667	2.319192084	0.19207586	0.305737643	-
LOC100521239	1.834699667	4.812579	-1.391266304	5.00E-09	3.31E-08	-
LOC100521245	0.026061333	0.0001	8.025767086	0.471550132	1	-
LOC100521247	0.0001	0.0001	0	1	1	-
LOC100521249	0.0001	0.0001	0	1	1	-
LOC100521256	10.60943633	13.380636	-0.334798681	0.000168702	0.000597886	-
LOC100521268	0.063612	0.036862667	0.787138506	0.638093287	0.751568945	-
LOC100521285	0.0001	0.0001	0	1	1	-
LOC100521287	0.0001	0.0001	0	1	1	-
LOC100521298	0.031833667	0.030723333	0.051218589	0.96195154	1	-
LOC100521308	0.0001	0.0001	0	1	1	-
LOC100521321	0.0001	0.0001	0	1	1	-
LOC100521322	1.370416667	0.875767667	0.645994511	0.003006925	0.008273608	-
LOC100521334	0.0001	0.003268333	-5.030483225	0.644393406	1	-
LOC100521341	0.0001	0.0001	0	1	1	-
LOC100521350	0.113153667	0.095016667	0.252030834	0.980176956	0.98848574	-
LOC100521351	0.000526667	0.0001	2.396890153	0.790861922	1	-
LOC100521356	0.0001	0.0001	0	1	1	-
LOC100521364	0.0001	0.0001	0	1	1	-
LOC100521386	0.0001	0.0001	0	1	1	-
LOC100521402	0.0001	0.0001	0	1	1	-
LOC100521410	0.0001	0.0001	0	1	1	-
LOC100521413	0.0001	0.0001	0	1	1	-
LOC100521428	0.0001	0.0001	0	1	1	-
LOC100521430	0.0001	0.0001	0	1	1	-
LOC100521431	14.69859633	6.279051667	1.227059801	1.45E-17	2.29E-16	up
LOC100521433	0.0001	0.0001	0	1	1	-
LOC100521438	0.021743	0.029910667	-0.460109056	0.68018734	0.786791869	-
LOC100521447	20.199709	18.76417133	0.10635393	0.872834884	0.923850517	-
LOC100521466	0.0001	0.0001	0	1	1	-
LOC100521482	0.0001	0.002884	-4.849999259	0.836624538	1	-
LOC100521485	72.29518867	58.653712	0.301677223	0.050246216	0.100297475	-
LOC100521510	0.0001	0.0001	0	1	1	-
LOC100521518	106.117007	123.7931773	-0.222275914	0.004798385	0.012652343	-
LOC100521529	0.017804667	0.006785333	1.391763831	0.578539602	0.701853704	-
LOC100521535	0.0001	0.0001	0	1	1	-
LOC100521539	0.003429	0.003224	0.08893616	0.976475162	1	-
LOC100521562	0.0001	0.0001	0	1	1	-
LOC100521594	0.701612333	0.566584667	0.30838255	0.669415058	0.77863218	-
LOC100521596	0.0001	0.0001	0	1	1	-
LOC100521599	0.487021333	0.514763	-0.079923391	0.829535607	0.895390433	-
LOC100521600	187.8869323	100.7376073	0.899262359	1.12E-13	1.22E-12	-
LOC100521604	0.0001	0.0001	0	1	1	-
LOC100521605	0.0001	0.0001	0	1	1	-
LOC100521607	0.0001	0.0001	0	1	1	-
LOC100521636	0.0001	0.0001	0	1	1	-
LOC100521647	10.67828633	11.099345	-0.055794402	0.290333021	0.42277303	-
LOC100521650	0.0001	0.0001	0	1	1	-
LOC100521654	3.641547333	1.046248	1.799326733	7.28E-07	3.66E-06	-
LOC100521659	12.320397	4.933047	1.320497807	3.26E-31	1.57E-29	up
LOC100521660	0.0001	0.0001	0	1	1	-
LOC100521666	0.208898	0.300991667	-0.526924865	0.441543632	0.5805611	-
LOC100521672	0.0001	0.0001	0	1	1	-
LOC100521680	550.1745197	458.1604003	0.264036556	0.019836675	0.044775418	-
LOC100521685	0.0001	0.0001	0	1	1	-
LOC100521696	0.0001	0.0001	0	1	1	-
LOC100521702	0.0001	0.032282333	-8.334601049	0.190766903	0.303819277	-
LOC100521703	0.0001	0.024151667	-7.91597894	0.453923507	1	-
LOC100521715	0.0001	0.0001	0	1	1	-
LOC100521732	0.0001	0.0001	0	1	1	-
LOC100521737	0.0001	0.0001	0	1	1	-
LOC100521752	0.0001	0.0001	0	1	1	-
LOC100521754	4.787871667	4.8562	-0.020443356	0.559641026	0.685516017	-
LOC100521755	0.0001	0.0001	0	1	1	-
LOC100521772	0.0001	0.0001	0	1	1	-
LOC100521773	0.0001	0.0001	0	1	1	-
LOC100521774	0.0001	0.0001	0	1	1	-
LOC100521779	0.495144667	0.583108	-0.235913016	0.316045965	0.451477294	-
LOC100521785	0.006595	0.017136333	-1.377613884	0.755471556	1	-
LOC100521789	0.038299	0.01379	1.473684267	0.540620144	0.669576873	-
LOC100521802	0.0001	0.0001	0	1	1	-
LOC100521811	0.0001	0.0001	0	1	1	-
LOC100521816	0.377381667	0.640086333	-0.762242168	0.315891825	0.451290971	-
LOC100521825	0.011881667	0.0001	6.89259341	0.790861922	1	-
LOC100521833	0.001552333	0.037746667	-4.603838962	0.600061774	1	-
LOC100521851	0.0001	0.0001	0	1	1	-
LOC100521853	0.153980333	0.385204	-1.322876585	0.091083878	0.166262142	-
LOC100521875	0.0001	0.0001	0	1	1	-
LOC100521878	0.0001	0.0001	0	1	1	-
LOC100521885	0.0001	0.0001	0	1	1	-
LOC100521906	0.0001	0.0001	0	1	1	-
LOC100521911	0.0001	0.0001	0	1	1	-
LOC100521930	0.0001	0.0001	0	1	1	-
LOC100521937	0.011282667	0.153612333	-3.767114058	0.014063035	0.033048133	-
LOC100521938	0.093515	0.0195	2.261723671	0.155720067	0.259306401	-
LOC100521949	0.0001	0.0001	0	1	1	-
LOC100521972	0.686804667	0.834724667	-0.281400562	0.155806663	0.259427906	-
LOC100521977	0.0001	0.0001	0	1	1	-
LOC100521984	0.0001	0.0001	0	1	1	-
LOC100521998	0.632952	0.836904333	-0.402966621	0.369800051	0.509167637	-
LOC100522010	0.0001	0.0001	0	1	1	-
LOC100522011	0.060728333	0.062519	-0.041924927	0.915812098	0.950309817	-
LOC100522023	0.0001	0.0001	0	1	1	-
LOC100522026	0.006589333	0.003879333	0.764323765	0.96195154	1	-
LOC100522040	4.513202333	5.408106	-0.260971971	0.078962279	0.147908578	-
LOC100522050	0.0001	0.0001	0	1	1	-
LOC100522063	0.0001	0.0001	0	1	1	-
LOC100522064	0.0001	0.0001	0	1	1	-
LOC100522065	0.0001	0.0001	0	1	1	-
LOC100522071	0.0001	0.0001	0	1	1	-
LOC100522072	0.003172	0.00046	2.785687005	0.810805517	1	-
LOC100522080	0.0001	0.0001	0	1	1	-
LOC100522084	0.0001	0.0001	0	1	1	-
LOC100522088	0.0001	0.0001	0	1	1	-
LOC100522098	0.0001	0.0001	0	1	1	-
LOC100522115	0.0001	0.0001	0	1	1	-
LOC100522117	0.016635	0.002817	2.561990397	0.551381294	0.67848878	-
LOC100522118	0.0001	0.0001	0	1	1	-
LOC100522123	0.0001	0.0001	0	1	1	-
LOC100522130	56.91424933	56.19794467	0.01827253	0.374815086	0.51439555	-
LOC100522141	0.512456333	0.294711667	0.798124904	0.392723852	0.533506888	-
LOC100522143	11.947839	11.851413	0.011690626	0.417294886	0.5572226	-
LOC100522145	0.161219	0.081903	0.977033577	0.449007683	0.587460646	-
LOC100522147	0.021887	0.0001	7.773930411	0.643745421	1	-
LOC100522152	0.0001	0.0001	0	1	1	-
LOC100522157	0.0001	0.0001	0	1	1	-
LOC100522178	0.0001	0.0001	0	1	1	-
LOC100522181	0.003679	0.004350667	-0.24192281	0.985078934	1	-
LOC100522184	0.0001	0.0001	0	1	1	-
LOC100522191	0.0001	0.0001	0	1	1	-
LOC100522201	181.9368083	111.156929	0.710839568	2.14E-11	1.86E-10	-
LOC100522220	0.322664	1.258559333	-1.963668704	0.010686734	0.025963241	-
LOC100522225	0.080481333	0.0001	9.652510396	0.000415163	0.001365345	-
LOC100522230	0.0001	0.0001	0	1	1	-
LOC100522242	0.0001	0.0001	0	1	1	-
LOC100522253	0.05557	0.0001	9.11816243	0.305560295	1	-
LOC100522263	0.0001	0.0001	0	1	1	-
LOC100522267	0.821117667	0.614064667	0.419198383	0.252391467	0.37906514	-
LOC100522281	8.668551333	8.381304667	0.048616077	0.612201846	0.730200021	-
LOC100522295	0.042608667	0.0001	8.735003096	0.208841883	0.326252174	-
LOC100522302	0.0001	0.0001	0	1	1	-
LOC100522303	0.0001	0.0001	0	1	1	-
LOC100522319	0.030891333	0.062106667	-1.007545997	0.736688923	1	-
LOC100522323	0.034481667	0.0001	8.429685698	0.603105337	1	-
LOC100522337	0.0001	0.0001	0	1	1	-
LOC100522349	0.0001	0.0001	0	1	1	-
LOC100522351	0.0001	0.0001	0	1	1	-
LOC100522359	0.0001	0.0001	0	1	1	-
LOC100522366	0.0001	0.0001	0	1	1	-
LOC100522375	0.0001	0.0001	0	1	1	-
LOC100522391	0.0001	0.0001	0	1	1	-
LOC100522401	25.04228267	28.79743	-0.201573992	0.000248426	0.000849586	-
LOC100522404	0.065014333	0.005782667	3.490950968	0.119986248	0.209554842	-
LOC100522411	0.024596	0.013004667	0.919394291	0.76116399	1	-
LOC100522418	0.193765333	0.070399	1.460683639	0.487972288	0.62335095	-
LOC100522421	1.483621	2.324681	-0.647910165	0.029984553	0.064412139	-
LOC100522424	0.0001	0.0001	0	1	1	-
LOC100522425	0.0001	0.0001	0	1	1	-
LOC100522446	0.0001	0.0001	0	1	1	-
LOC100522451	0.0001	0.0001	0	1	1	-
LOC100522454	0.0001	0.000728333	-2.864598874	0.836624538	1	-
LOC100522455	0.134589	0.128854667	0.062815715	0.945266443	0.968612974	-
LOC100522457	0.0001	0.0001	0	1	1	-
LOC100522461	0.0001	0.0001	0	1	1	-
LOC100522475	0.0001	0.0001	0	1	1	-
LOC100522490	0.0001	0.0001	0	1	1	-
LOC100522498	0.04982	0.003763333	3.726642036	0.137317022	0.233983486	-
LOC100522507	0.0001	0.0001	0	1	1	-
